menuRestaurantNom;menuRestaurantId;menuRestaurantIdType;menuRestaurantType;menuRestaurantConvive;menuDate;menuRepasType;menuPlatRegime;menuPlatType;menuPlatCode;menuPlatNom;menuplatlabellocal;menuplatlabelabio;menuplatlabelfaitmaison;menuplatlabelproduitsfermiers;menuplatlabelaoc;menuplatlabelaop;menuplatlabeligp;menuplatlabelvf;menuplatlabellabelrouge;menuCollNom;menuCollSiret;menuEtablissementNom;menuEtablissementSiret;menuPublicationDate
ECOLE PREVERT;42;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE RASPAIL;43;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;entrée;1;Céleri rémoulade;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE RASPAIL;43;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE RASPAIL;43;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROSTAND;45;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;plat principal;2;Gratin de chou-fleur/pomme de terre/emmental;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;plat principal;2;Gratin de chou-fleur/pomme de terre/emmental;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TALET;47;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;entrée;1;Velouté de pois cassés;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TALET;47;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;plat principal;2;Gratin de chou-fleur/pdt/allumette lardon;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TALET;47;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;plat principal;2;Gratin de chou-fleur/pomme de terre/emmental;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;produit laitier;6;Petit suisse nature sucré;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;entrée;1;Velouté de pois cassés;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;entrée;1;Céleri rémoulade;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;plat principal;2;Gratin de chou-fleur/pomme de terre/emmental;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;plat principal;2;Gratin de chou-fleur/pdt/allumette lardon;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;produit laitier;6;Petit suisse nature sucré;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;entrée;1;Velouté de pois cassés;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;plat principal;2;Gratin de chou-fleur/pdt/allumette lardon;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;produit laitier;6;Petit suisse nature sucré;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLNEY;52;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;produit laitier;6;Petit suisse nature sucré;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLNEY;52;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;plat principal;2;Gratin de chou-fleur/pdt/allumette lardon;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;produit laitier;6;Petit suisse nature sucré;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MOLLIERES;148;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;plat principal;2;Gratin de chou-fleur/pomme de terre/emmental;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MOLLIERES;148;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PHILIPE;543;autre;maternelle;maternelle;2026-01-27;déjeuner;sans viande;entrée;1;Velouté de pois cassés;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PHILIPE;543;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;plat principal;2;Gratin de chou-fleur/pomme de terre/emmental;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PHILIPE;543;autre;élémentaire;élémentaire;2026-01-27;déjeuner;sans viande;dessert;7;Gâteau amande/miel;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PHILIPE;543;autre;maternelle;maternelle;2026-01-27;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CUSSONNEAU P;5;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BORDILLON;12;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CLEMENT;15;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CLEMENT;15;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CLEMENT;15;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESCARTES;22;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FERRARO;24;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LAREVELLIERE;28;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LEBAS;29;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONTESQUIEU;35;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONTESQUIEU;35;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PAGNOL;38;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PAGNOL;38;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PARCHEMINERIE;39;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PARCHEMINERIE;39;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PERUSSAIE;40;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PERUSSAIE;40;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PREVERT;42;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PREVERT;42;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PREVERT;42;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE RASPAIL;43;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE RASPAIL;43;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE RASPAIL;43;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROSTAND;45;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROSTAND;45;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROSTAND;45;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROSTAND;45;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;plat principal;2;Poisson sauce hollandaise;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ROUSSEAU;46;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TALET;47;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE TIGEOT;49;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;pain;11;Pain;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;maternelle;maternelle;2026-01-29;déjeuner;sans exclusion;entrée;1;Cake au fromage/pois chiches sauce crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VALERY;50;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;dessert;7;Banane;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VERNE;51;autre;élémentaire;élémentaire;2026-01-29;déjeuner;sans exclusion;garniture;4;Epinards hachés à la crème;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
